"ID","Timestamp","Consent","Age_18_Plus","Q1_Music_Listen","Q2_Freq_Complex","Q2_Freq_Simple","Q3_Text_Categories","Q4_Complex_Type","Q4_Simple_Type","Q4_Other_Type","Q5_Other_Music_Type","Q5_Text_Categories","Q6_Complex_Reason","Q6_Simple_Reason","Q7_Other_Reasons","Q7_Text_Categories","Q8_Complex_Avoidance","Q8_Simple_Avoidance","Q9_Other_Avoidance_Reasons","Q9_Text_Categories","Q10_Complex_Effect","Q10_Simple_Effect","Q11_Other_Effects","Q11_Text_Categories","Q12_Talkative","Q13_Reserved","Q14_Energetic","Q15_Enthusiastic","Q16_Quiet","Q17_Assertive","Q18_Shy","Q19_Sociable","Age","Gender","Q6_Other_Reason","Extraversion_Score","Personality_Type","Age_Bracket","Q4_Complex_Type_Vocal","Q4_Complex_Type_Instrumental","Q4_Complex_Type_Upbeat","Q4_Complex_Type_Calming","Q4_Complex_Type_Not_Applicable","Q4_Complex_Type_Other","Q4_Simple_Type_Vocal","Q4_Simple_Type_Instrumental","Q4_Simple_Type_Upbeat","Q4_Simple_Type_Calming","Q4_Simple_Type_Not_Applicable","Q4_Simple_Type_Other","Q4_Other_Type_Vocal","Q4_Other_Type_Instrumental","Q4_Other_Type_Upbeat","Q4_Other_Type_Calming","Q4_Other_Type_Not_Applicable","Q4_Other_Type_Other","Q6_Complex_Reason_Noise","Q6_Complex_Reason_Concentrate","Q6_Complex_Reason_Mood","Q6_Complex_Reason_Not_Applicable","Q6_Simple_Reason_Noise","Q6_Simple_Reason_Concentrate","Q6_Simple_Reason_Mood","Q6_Simple_Reason_Not_Applicable","Q8_Complex_Distracts","Q8_Complex_Anxious","Q8_Complex_No_Avoid","Q8_Simple_Distracts","Q8_Simple_Anxious","Q8_Simple_No_Avoid","Q10_Complex_Alert","Q10_Complex_Tired","Q10_Complex_Neutral","Q10_Simple_Alert","Q10_Simple_Tired","Q10_Simple_Neutral","Vocal_Complex","Vocal_Simple","Upbeat_Complex","Upbeat_Simple","NonVocal_Calming_Complex","Ranks"
74,"29/10/2024 02:45:26","I agree to participate",NA,1,4,5,"NA","Instrumental, Upbeat, Calming, Other","Vocal, Instrumental, Upbeat, Calming, Other","Vocal, Instrumental, Upbeat, Calming, Other","I’ll have most things as background, especially metal with harsh vocals - I tend to avoid obvious lyrics while working to avoid distraction","Metal & Related Genres","To help me concentrate on task, To set me into the right mood","To help me concentrate on task, To set me into the right mood","Music lowers my stress levels, and I listen to it to surround my kids with music as much as possible.","Social or External Reasons","I do not avoid","I do not avoid","N/A",NA,"It keeps me stay alerted on task","It keeps me stay alerted on task","It keeps my morale up when doing high stress work","Positive Effects: Motivation & Engagement",2,3,3,4,3,4,2,3,38,"Male",NA,3,"Extrovert",4,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,2,94.5
75,"29/10/2024 02:49:09","I agree to participate",NA,1,2,4,"Social & Group Activities","Vocal, Instrumental","Vocal, Upbeat, Calming","Not applicable",NA,"NA","To help me concentrate on task, To set me into the right mood","To help me concentrate on task, To set me into the right mood",NA,NA,"Music distracts me from the task","I do not avoid",NA,NA,"It makes me tired","It keeps me stay alerted on task",NA,NA,1,1,1,2,1,1,1,2,40,"Non-binary",NA,1.25,"Introvert",4,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,22
76,"29/10/2024 02:51:33","I agree to participate",NA,1,4,3,"Household Chores","Instrumental, Calming","Vocal, Instrumental, Calming","Vocal, Instrumental, Upbeat, Calming","Protest songs (for example Hell You Talmbout)","Miscellaneous Genres (Viking chants, nature sounds, etc.)","To help me concentrate on task, To set me into the right mood","To mask other background noise, To help me concentrate on task","To avoid silence","Distraction & Avoiding Silence","Music distracts me from the task","Music distracts me from the task","Unable to find the right music to fit the mood","Mood-Related Reasons","It makes me tired","It makes me tired","Overstimulating","Negative Effects: Hearing Fatigue & Overstimulation",1,2,1,1,1,1,2,1,26,"Female",NA,1.25,"Introvert",5,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2,94.5
77,"29/10/2024 02:54:09","I agree to participate",NA,1,1,5,"Household Chores","Not applicable","Vocal, Upbeat","Vocal, Instrumental, Upbeat","N/A","NA","Not applicable","To mask other background noise, To help me concentrate on task, To set me into the right mood","To keep me from getting bored.","Boredom & Stimulation","Music distracts me from the task","I do not avoid",NA,NA,"It makes me tired","It keeps me stay alerted on task",NA,NA,2,2,1,2,2,2,2,2,21,"Non-binary",NA,1.875,"Introvert",6,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,6.5
78,"29/10/2024 03:07:24","I agree to participate",NA,1,3,4,"NA","Instrumental, Calming","Vocal, Instrumental, Upbeat","Vocal, Instrumental, Calming","Electronic","Electronic/Techno/EDM","To help me concentrate on task, To set me into the right mood","To set me into the right mood","N/A",NA,"I do not avoid","I do not avoid","NA",NA,"It has neutral effect","It has neutral effect","N/A",NA,3,2,2,2,2,3,2,2,52,"Male",NA,2.25,"Introvert",3,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,2,46.5
79,"29/10/2024 03:22:07","I agree to participate",NA,1,4,2,"Household Chores","Calming","Instrumental, Calming","Not applicable","White noise","Miscellaneous Genres (Viking chants, nature sounds, etc.)","To mask other background noise, To set me into the right mood","To set me into the right mood","N/A",NA,"Music distracts me from the task, I do not avoid","I do not avoid","N/A",NA,"It makes me tired","It makes me tired","N/A",NA,4,3,2,4,1,2,1,2,19,"Female",NA,2.375,"Introvert",6,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,94.5
80,"29/10/2024 03:34:36","I agree to participate",NA,1,5,5,"NA","Vocal, Instrumental, Calming","Vocal, Instrumental, Upbeat, Calming","Vocal, Instrumental, Upbeat, Calming","N/a","NA","To mask other background noise, To help me concentrate on task","To mask other background noise, To help me concentrate on task, To set me into the right mood","N/a",NA,"I do not avoid","I do not avoid","N/a",NA,"It keeps me stay alerted on task","It keeps me stay alerted on task","N/a",NA,4,2,3,2,2,3,2,3,44,"Male",NA,2.625,"Extrovert",4,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,2,143
81,"29/10/2024 03:42:33","I agree to participate",NA,1,4,3,"Miscellaneous","Vocal, Instrumental","Vocal","Not applicable","NA","NA","To set me into the right mood","To mask other background noise","It's an easy focus for when I get over stressed.","Emotional Regulation & Mental Health","I do not avoid","I do not avoid","NA",NA,"It has neutral effect","It has neutral effect","NA",NA,5,5,3,3,4,1,5,5,29,"Non-binary",NA,3.875,"Extrovert",5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,94.5
82,"29/10/2024 04:02:00","I agree to participate",NA,1,5,5,"NA","Vocal","Vocal","Vocal","It's a lot of emo, grunge, nu metal, shoegaze type stuff","Metal & Related Genres","To mask other background noise, To help me concentrate on task, To set me into the right mood","To mask other background noise, To help me concentrate on task, To set me into the right mood","i love music","Enjoyment & Pleasure","I do not avoid","I do not avoid","as stated previously, certain social situations in which it would not be appropriate","Safety & Awareness","It keeps me stay alerted on task","It keeps me stay alerted on task",NA,NA,2,4,4,3,3,4,1,4,21,"Non-binary",NA,3.125,"Extrovert",6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,143
83,"29/10/2024 04:24:03","I agree to participate",NA,1,1,4,"Household Chores","Not applicable","Vocal","Not applicable","N/A","NA","Not applicable","To set me into the right mood","N/A",NA,"Music distracts me from the task","I do not avoid","N/A",NA,"It has neutral effect","It makes me tired","N/A",NA,3,2,1,2,2,2,2,1,24,"Male",NA,1.875,"Introvert",6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,6.5
84,"29/10/2024 04:27:32","I agree to participate",NA,1,5,5,"Exercise & Physical Activity","Upbeat","Upbeat","Upbeat",NA,"NA","To help me concentrate on task","To mask other background noise",NA,NA,"I do not avoid","I do not avoid","N/A",NA,"It has neutral effect","It has neutral effect",NA,NA,1,2,4,1,1,3,2,1,32,"Non-binary",NA,1.875,"Introvert",5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,143
85,"29/10/2024 04:36:21","I agree to participate",NA,1,4,3,"Household Chores","Vocal, Upbeat, Calming","Vocal, Upbeat, Calming","Vocal, Upbeat, Calming",NA,"NA","To mask other background noise, To help me concentrate on task, To set me into the right mood","To mask other background noise, To help me concentrate on task, To set me into the right mood","I just like music?","Enjoyment & Pleasure","Music distracts me from the task","I do not avoid",NA,NA,"It keeps me stay alerted on task","It keeps me stay alerted on task",NA,NA,5,5,4,4,5,5,5,5,26,"Female",NA,4.75,"Extrovert",5,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,94.5
86,"29/10/2024 05:00:35","I agree to participate",NA,1,2,4,"Task Management & Routine","Instrumental, Calming","Vocal, Instrumental, Upbeat","Vocal, Instrumental, Upbeat, Calming",NA,"NA","Not applicable","To mask other background noise, To help me concentrate on task, To set me into the right mood","Driving - focus, though podcasts help more. 
Cleaning/cooking - makes it more enjoyable, either calms me (classical) or I enjoy dancing while doing the task (folk)","Enjoyment & Pleasure","Music distracts me from the task","Music distracts me from the task, I do not avoid","Sometimes avoid when driving long distances because doesn't keep me awake well enough, but often enjoy on shorter drives (hence double selection for leisure)","Safety & Awareness","It has neutral effect","It has neutral effect","Long drives - can make me more tired/doesn't keep me awake well enough","Situational Effects: Leisure vs. Work",2,2,4,4,1,2,2,2,27,"Non-binary",NA,2.375,"Introvert",5,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,2,22
87,"29/10/2024 05:02:13","I agree to participate",NA,1,3,4,"NA","Upbeat","Vocal, Instrumental, Upbeat, Calming","Upbeat",NA,"NA","To help me concentrate on task","To set me into the right mood",NA,NA,"I do not avoid","I do not avoid","Music is distracting at work if too loud.

Sometimes I stop listening during leisure because it's just too much stimulation.","Overstimulation & Sensory Overload","It has neutral effect","It has neutral effect","Sometimes it just grates on my ears, even if it's not loud.","Negative Effects: Hearing Fatigue & Overstimulation",3,2,2,1,2,4,2,1,42,"Female",NA,2.125,"Introvert",4,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,46.5
88,"29/10/2024 05:12:02","I agree to participate",NA,1,2,4,"Leisure & Relaxation","Instrumental","Upbeat","Not applicable",NA,"NA","To help me concentrate on task","To help me concentrate on task","To keep me motivated/stop boredom","Motivation, Focus & Productivity","Music distracts me from the task","I do not avoid",NA,NA,"It makes me tired","It keeps me stay alerted on task",NA,NA,4,4,4,4,4,2,4,4,20,"Male",NA,3.75,"Extrovert",6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,22
89,"29/10/2024 05:15:59","I agree to participate",NA,1,4,4,"Household Chores","Instrumental, Calming","Instrumental","Instrumental, Calming",NA,"NA","To mask other background noise, To help me concentrate on task, To set me into the right mood","To help me concentrate on task, To set me into the right mood","N/A",NA,"I do not avoid","I do not avoid","N/A",NA,"It keeps me stay alerted on task","It has neutral effect","N/A",NA,1,2,2,3,1,2,2,3,57,"Male",NA,2,"Introvert",2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,2,94.5
90,"29/10/2024 05:17:30","I agree to participate",NA,1,5,5,"Miscellaneous","Vocal, Instrumental, Upbeat","Vocal, Instrumental, Upbeat, Calming","Vocal, Instrumental, Upbeat","NA","NA","To mask other background noise, To help me concentrate on task, To set me into the right mood","To mask other background noise, To help me concentrate on task, To set me into the right mood","NA",NA,"I do not avoid","I do not avoid","NA",NA,"It keeps me stay alerted on task","It keeps me stay alerted on task","NA",NA,4,2,3,3,2,5,2,3,34,"Agender/Non-Gendered",NA,3,"Extrovert",5,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,143
91,"29/10/2024 05:18:21","I agree to participate",NA,1,5,5,"NA","Vocal, Instrumental, Upbeat, Calming, Other","Vocal, Instrumental, Upbeat, Calming, Other","Vocal, Instrumental, Upbeat, Calming, Other","I generally don't have specific music for certain tasks. I usually listen to whatever is taking my fancy at a particular time which might range from metal to instrumental electronic.","Metal & Related Genres","To mask other background noise, To help me concentrate on task, To set me into the right mood","To set me into the right mood","I'm an avid music listener and enjoy checking out new artists and albums as a hobby.","Music Exploration & Analysis","I do not avoid","I do not avoid",NA,NA,"It keeps me stay alerted on task","It has neutral effect",NA,NA,2,2,1,1,1,3,2,2,26,"Male",NA,1.75,"Introvert",5,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,2,143
92,"29/10/2024 05:24:26","I agree to participate",NA,1,4,4,"NA","Vocal, Instrumental","Vocal, Instrumental","Vocal, Instrumental",NA,"NA","To help me concentrate on task, To set me into the right mood","To mask other background noise, To help me concentrate on task, To set me into the right mood",NA,NA,"I do not avoid","I do not avoid",NA,NA,"It has neutral effect","It makes me tired",NA,NA,5,3,3,4,5,1,1,1,35,"Genderfluid",NA,2.875,"Extrovert",5,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,94.5
93,"29/10/2024 05:33:53","I agree to participate",NA,1,5,5,"NA","Instrumental","Vocal","Vocal","N/A","NA","To help me concentrate on task","To mask other background noise","N/A",NA,"I do not avoid","I do not avoid","N/A",NA,"It has neutral effect","It has neutral effect","N/A",NA,1,2,3,4,2,1,2,2,19,"Non-binary",NA,2.125,"Introvert",6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,143
94,"29/10/2024 06:21:56","I agree to participate",NA,1,4,4,"Media Consumption","Instrumental, Upbeat","Vocal, Instrumental, Upbeat","Vocal, Instrumental, Upbeat","Ambient (ie, rhythmless or rhythm-de-emphasized music that is made to create a sense of setting and/or nonspecific emotional state)","Ambient/Lo-Fi/Environmental Sounds","To mask other background noise, To help me concentrate on task, To set me into the right mood","To mask other background noise, To help me concentrate on task, To set me into the right mood","- Because I enjoy listening to large quantities of music to create a body of knowledge and I want to use my work, study, and leisure time as time to find and/or assess new music.
- Because I enjoy listening to music in itself as a personal pleasure and pastime, one which unlike others I do not need to multitask in order to enjoy.
- Because with the advent of streaming services, listening to music itself is a social good inasmuch as it helps support artists.","Music Exploration & Analysis","I do not avoid","I do not avoid",NA,NA,"It has neutral effect","It has neutral effect",NA,NA,4,4,1,1,4,1,2,3,37,"Agender/Non-Gendered",NA,2.5,"Introvert",4,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,94.5
95,"29/10/2024 06:43:54","I agree to participate",NA,1,3,4,"Household Chores","Vocal, Instrumental, Upbeat","Vocal, Instrumental, Upbeat","Vocal, Instrumental, Upbeat",NA,"NA","To mask other background noise, To help me concentrate on task, To set me into the right mood","To mask other background noise, To set me into the right mood","N/A",NA,"I do not avoid","I do not avoid","N/A",NA,"It has neutral effect","It has neutral effect","N/A",NA,2,1,3,4,1,3,2,4,27,"Non-binary",NA,2.5,"Introvert",5,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,46.5
96,"29/10/2024 06:44:11","I agree to participate",NA,1,3,4,"NA","Vocal, Instrumental, Calming","Vocal, Instrumental, Upbeat, Calming, Other","Vocal, Instrumental, Upbeat","N/A","NA","To mask other background noise, To set me into the right mood","To set me into the right mood","n/a",NA,"I do not avoid","I do not avoid","for ""deep thought"" work or reading I will avoid it. I will listen to music more when working on dull or repetitive tasks, not ones that require my full attention","Distraction (General)","It has neutral effect","It has neutral effect",NA,NA,3,2,1,1,2,3,4,2,36,"Non-binary",NA,2.25,"Introvert",4,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,2,46.5
97,"29/10/2024 06:51:55","I agree to participate",NA,1,4,5,"Media Consumption","Vocal, Instrumental, Upbeat","Vocal, Instrumental, Upbeat","Not applicable",NA,"NA","To mask other background noise, To help me concentrate on task, To set me into the right mood","To help me concentrate on task, To set me into the right mood",NA,NA,"I do not avoid","I do not avoid",NA,NA,"It keeps me stay alerted on task","It keeps me stay alerted on task","Often helps me complete tasks faster","Task-Specific Effects: Task Speed & Efficiency",1,1,1,2,1,2,1,1,28,"Female",NA,1.25,"Introvert",5,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,94.5
98,"29/10/2024 06:55:45","I agree to participate",NA,1,1,3,"NA","Not applicable","Calming","Calming","N/A","NA","Not applicable","To mask other background noise, To help me concentrate on task","N/A",NA,"Music distracts me from the task","I do not avoid","N/A",NA,"It makes me tired","It keeps me stay alerted on task","N/A",NA,4,2,3,4,2,4,2,4,24,"Non-binary",NA,3.125,"Extrovert",6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,6.5
99,"29/10/2024 07:03:12","I agree to participate",NA,1,2,4,"Media Consumption","Not applicable","Vocal, Instrumental, Upbeat, Calming","Not applicable","N/a","NA","Not applicable","To help me concentrate on task, To set me into the right mood","It brings me pleasure","Enjoyment & Pleasure","Music distracts me from the task","I do not avoid","N/a",NA,"It has neutral effect","It keeps me stay alerted on task","N/a",NA,3,3,4,3,4,3,4,4,41,"Non-binary",NA,3.5,"Extrovert",4,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,22
100,"29/10/2024 07:03:14","I agree to participate",NA,1,4,4,"NA","Vocal, Instrumental, Calming","Vocal, Upbeat","Vocal, Instrumental, Upbeat, Calming","N/A","NA","To mask other background noise, To help me concentrate on task, To set me into the right mood","To mask other background noise, To set me into the right mood","Sometimes I like to pair activities with lyrics that relate to them in one way or another","Creativity & Inspiration","I do not avoid","I do not avoid","N/A",NA,"It keeps me stay alerted on task","It keeps me stay alerted on task","If the music is too fast or slow paced for the activity it can over time it can become distracting","Negative Effects: Distraction",2,2,3,4,2,1,1,3,20,"Genderfluid",NA,2.25,"Introvert",6,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,2,94.5
101,"29/10/2024 07:33:12","I agree to participate",NA,1,3,3,"NA","Instrumental","Instrumental","Vocal, Instrumental, Upbeat",NA,"NA","To help me concentrate on task","To set me into the right mood",NA,NA,"Music distracts me from the task","I do not avoid",NA,NA,"It keeps me stay alerted on task","It keeps me stay alerted on task",NA,NA,3,3,3,3,2,3,2,4,37,"Male",NA,2.875,"Extrovert",4,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,46.5
102,"29/10/2024 08:02:20","I agree to participate",NA,1,5,3,"Social & Group Activities","Instrumental, Upbeat","Instrumental, Calming","Instrumental",NA,"NA","To mask other background noise, To help me concentrate on task, To set me into the right mood","To mask other background noise, To set me into the right mood",NA,NA,"Music distracts me from the task, I do not avoid","Music distracts me from the task, I do not avoid",NA,NA,"It has neutral effect","It has neutral effect",NA,NA,2,1,3,4,1,4,2,1,18,"Female",NA,2.25,"Introvert",6,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,143
103,"29/10/2024 08:13:45","I agree to participate",NA,1,2,4,"Household Chores","Instrumental, Not applicable","Vocal, Calming, Other","Vocal, Other","Usually metal (I don't quite think that it's ""upbeat"", at least not all the time)","Metal & Related Genres","Not applicable","To mask other background noise","For enjoyment, or because I want something to distract me for a task i don't particularly like.","Enjoyment & Pleasure","Music distracts me from the task","I do not avoid","N/A",NA,"It makes me tired","It has neutral effect","N/A",NA,2,1,3,2,2,1,2,1,19,"Agender/Non-Gendered",NA,1.75,"Introvert",6,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,22
104,"29/10/2024 08:16:50","I agree to participate",NA,1,4,5,"NA","Instrumental","Vocal, Instrumental, Upbeat, Calming, Other","Vocal, Upbeat","N/A","NA","To help me concentrate on task, To set me into the right mood","To help me concentrate on task, To set me into the right mood","N/A",NA,"I do not avoid","I do not avoid","N/A",NA,"It keeps me stay alerted on task","It keeps me stay alerted on task","N/A",NA,4,2,3,3,2,2,1,2,27,"Non-binary",NA,2.375,"Introvert",5,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,94.5
105,"29/10/2024 08:18:00","I agree to participate",NA,1,3,3,"Hobbies & Creative Tasks","Instrumental","Instrumental","Instrumental",NA,"NA","To mask other background noise, To help me concentrate on task, To set me into the right mood","To set me into the right mood","Because I like music; I have certain things (different composers, performers, etc etc) I want to hear or listen to","Music Exploration & Analysis","Music distracts me from the task","Music distracts me from the task","Other things I prefer to listen to - specifically podcasts & audiobooks","Preference for Other Auditory Content","It keeps me stay alerted on task","It keeps me stay alerted on task",NA,NA,3,3,3,3,3,3,3,3,61,"Male",NA,3,"Extrovert",2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,46.5
106,"29/10/2024 08:31:47","I agree to participate",NA,1,4,3,"NA","Instrumental, Calming","Vocal, Instrumental, Upbeat, Other","Vocal, Instrumental, Upbeat, Other","I like listening to electro swing and death metal.","Miscellaneous Genres (Electro swing, etc.)","To mask other background noise, To help me concentrate on task, To set me into the right mood","To set me into the right mood","It helps me calm down from a panic attack.","Emotional Regulation & Mental Health","I do not avoid","I do not avoid","If I'm in a dangerous area and need to be aware of my surroundings","Safety & Awareness","It keeps me stay alerted on task","It has neutral effect","It improves my general mood and helps with my depression.","Positive Effects: Mental Health Benefits",2,2,3,3,1,2,1,2,28,"Non-binary",NA,2,"Introvert",5,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,2,94.5
107,"29/10/2024 09:19:07","I agree to participate",NA,1,5,5,"NA","Vocal, Instrumental, Upbeat, Calming","Vocal, Instrumental, Upbeat, Calming","Vocal, Instrumental, Upbeat, Calming",NA,"NA","To mask other background noise, To help me concentrate on task, To set me into the right mood","To mask other background noise, To help me concentrate on task, To set me into the right mood",NA,NA,"I do not avoid","I do not avoid",NA,NA,"It has neutral effect","It has neutral effect",NA,NA,3,2,2,4,2,3,2,3,42,"Male",NA,2.625,"Extrovert",4,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,2,143
108,"29/10/2024 09:37:55","I agree to participate",NA,1,4,5,"NA","Vocal, Instrumental, Upbeat, Calming, Other","Vocal, Instrumental, Upbeat, Calming, Other","Not applicable","N/A","NA","To help me concentrate on task, To set me into the right mood","To help me concentrate on task, To set me into the right mood","N/A",NA,"Music distracts me from the task, I do not avoid","I do not avoid","N/A",NA,"It has neutral effect","It has neutral effect","N/A",NA,3,3,3,3,2,3,3,3,52,"Male",NA,2.875,"Extrovert",3,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,2,94.5
109,"29/10/2024 09:49:51","I agree to participate",NA,1,4,4,"Exercise & Physical Activity","Instrumental, Upbeat, Calming","Instrumental, Upbeat, Calming","Not applicable",NA,"NA","To help me concentrate on task, To set me into the right mood","To mask other background noise, To set me into the right mood",NA,NA,"I do not avoid","I do not avoid",NA,NA,"It keeps me stay alerted on task","It has neutral effect",NA,NA,2,2,3,3,2,4,3,2,35,"Male",NA,2.625,"Extrovert",5,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,2,94.5
110,"29/10/2024 09:50:04","I agree to participate",NA,1,3,4,"NA","Vocal, Instrumental, Upbeat, Calming","Vocal, Instrumental, Upbeat, Calming","Vocal, Instrumental, Upbeat, Calming",NA,"NA","To mask other background noise","To set me into the right mood","Mood","Emotional Regulation & Mental Health","Music distracts me from the task","I do not avoid","Occasional sensory overstimulation","Overstimulation & Sensory Overload","It makes me tired","It has neutral effect","N/A",NA,3,2,2,4,3,2,2,2,30,"Non-binary",NA,2.5,"Introvert",5,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,2,46.5
111,"29/10/2024 09:54:15","I agree to participate",NA,1,4,5,"NA","Instrumental, Calming","Vocal, Instrumental, Upbeat","Not applicable",NA,"NA","To mask other background noise, To help me concentrate on task, To set me into the right mood","To help me concentrate on task, To set me into the right mood",NA,NA,"I do not avoid","I do not avoid",NA,NA,"It keeps me stay alerted on task","It has neutral effect",NA,NA,2,1,3,3,1,2,2,4,32,"Non-binary",NA,2.25,"Introvert",5,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,2,94.5
